"Turned down my feelings 	other
@Harambabez fuck on dude	other
If you keep looking back you gon trip moving forward🗣💯	other
RT @Famous2x_: I'm scared to loose my shorty man🤕	other
I give up 💔😞	other
FREE HOODO	other
Upp so dry	other
I had to get out of my feelings🤔 and now I feel good💯	other
Get to it my boa https://t.co/u8uQa0IWGy	other
@FollowMe_Bissh thank you lil bro	other
RT @female_sonny: Mfs be worried about the wrong shit.💯	other
@Bossman_Bucks 😎🔋	other
RT @crepeau: Person shot on the expressway - no word from state police on age/gender/condition yet. https://t.co/xljP2M4GhJ	other
Free Wop https://t.co/XpSwKcqnJw	aggress
@BawseNae_ i here u broski	other
RT @TaedoeDaSHOOTA_: It Summer Day 💙 Long Live Yu Sis 😥 We Miss Yu Baby Girl Forever Love Yu Baby Girl 💛 #LongLiveBabyGirl	other
@KAYDASH6X i kno that right	other
@kamari_keeper Like period 😉	other
I ain't going no where Im out here playing chess I love u Kidd 💯 https://t.co/sOgRC4iWlY	other
Having my shit together &amp; KEEPING my shit together is my main priority👆🏽	other
RT @jaemula_: Choyces a bug 😂🙄🐛	other
You a pussy nigga I see right thru you 👐🏾	other
Rip cuz niggas no what he do real #22 #nosavage	other
😂🤦 https://t.co/MDXPA5B2Wl	aggress
RT @PulpTaboo: When you pass the joint to ya friend and they pass it to one of their friends without your permission https://t.co/uRt4VGOcbk	other
Press my shit early wood me please	other
@6200_kobe shit chillin wyo	other
@TUCKA_BLOCK bitch I love u	aggress
RT @RichNigga_Dre: @TyGLIZZY087_ Yu going to school tomma	other
Pullin up too my job just killed my whole high 😒	loss
@YakMoneyyyy really 🙄😩	other
My SON 😎💸 https://t.co/7ae1CEN6wi	other
@ShesAboutHers__ Folks HEALTHY You Blackin🌚	other
"RT @Kylesister__: I'm not ungrateful	other
Everyday we lit😝	other
@TaraBaybeee 🙄💯	other
RT @600Breezy: 4am 👀	other
RT @300oj: Niggaz clowns to me now...tell em niggaz talk down on me now😷😈	other
BUCKOOO BAYBEEE😎 https://t.co/D41BhADXzW	other
RT @Dreday_6748: Happy birthday lil lemon head mf😂@younggodumb be safe out here bro ona gang	other
RT @TyroneSixO: @BIG600BOOKA 🙌🏽💯💯💯 https://t.co/lTvV2WBMkS	other
RT @TrappingTrado_: Mood 😉 https://t.co/Ioqz0STd5S	other
@Beanie_JF how u coming	other
I had to get out of my feelings🤔 and now I feel good💯	other
RT @MekahhBaybhee: Damn tinka g 🙏🏽	other
RT @younggodumb: Forever Mood Rest Up @Stl_trell https://t.co/d0WyhyocLa	other
RT @BLOODGANG_LILSO: FREE MY BLOOD @SixoBlastHisAss 😷	other
All this shit hitting too close to home	other
@_FineAssChanny 🙄🙄	other
RT @Mac365_: Praying for better days g.	loss
Why everybody so TDD up today 😂🗣	other
RT @ScuwopLikeGuwop: Choyces Always Be Tweaking Wit Me Ion Know Why 😩	other
Snow messed up my damn day 🙄	other
"RT @PURETRAP: if you gon act like you don't care then fuck it	other
"RT @insightcancer: #cancers are the best	other
"Soooo laid back 	other
SUMBODY CUM GET ME😒	other
Free melly	loss
RT @MoeAlayan: Westbrook off da molly https://t.co/6Ab64G99ZO	other
Stay pressin my shit	other
😂😂😂😂😂😂 https://t.co/58eV1egnRI	other
I hate when the malls be packed 😩	other
RT @MGM_ChiefDayDay: Happy Gday @younggodumb Love shordy 🤙🏽💯‼️	other
Say less🗣🤔	other
@FollowMe_Bissh thank you lil bro	other
RT @_PrettyMarshay: Ole girl fenna b mad asl especially at choyces she was just laughing with her ass now choyces laughin at her ass though…	other
Too high😤😤😤	other
@WEEDY_062ND tryna see now wyo	other
@_PrettyMarshay thanks you💯🤤	other
"RT @InfosDrillFR: @YouTube Allez check	other
RT @LoveeeJay_: Nowwww😫😫 https://t.co/574GROZzPF	other
RT @_waytooomuch: I can't believe I'm actually sitting in this hospital for juju who would've ever thought	other
"RT @CEO_A1: Ain't no love in shit no more	other
MITCHBLOCK FOREVA T'D😎 https://t.co/GIpkfcCRlC	aggress
RT @JealousOfRere: Choyces know whats going on 😂😂	other
RT @LilBubbaFrmTW: Can't Even Trust Another Bitch 😔	other
I fuck with myself so heavy ‼️ wish it was plenty of ME'S 💅🏾	other
Done Smoking 💯🌬🚨🚫	other
Gettin wiser by da years play every move like it's chest 🤐♻️🔋💯 #HIGHY'z4BOSSYOGI👹 https://t.co/iaWYnFCMyV	other
FACETIME🤔	other
RT @Migos: Can't play a playa!	other
RT @CancerTerms: #Cancer's will love you no matter what.	other
RT @Jumoney49: I Been 😎n Fuck Allat Extra Shit I'm On Some Other Shit 🗣😆	other
I'm up like wopp 🙃 Goodmorning 🗣	aggress
RT @IMuBu_Nate: Juju I got YU bro 💯	other
RT @Antifriendly_: Damn Tinka G	loss
RT @YFNLUCCI: Anything goes when I'm trynna get close to you	other
@DopeAndShrimp ikno😩.....🤔?	other
@_DroFrmTW good looking blood	other
RT @Dreday_6748: Happy birthday lil lemon head mf😂@younggodumb be safe out here bro ona gang	other
Kush &amp; Lean Im On Both	other
@TBINACUT hell yea wyo	other
RT @kobesqaud_pooh: My brothas 😓🅱 https://t.co/XHO6sgVWAE	other
Still I rise💪 #LONGLIVETINKASAVAGE😷🙏	other
RT @younggodumb: Forever Mood Rest Up @Stl_trell https://t.co/d0WyhyocLa	other
I love when you around 😘 Baby follow me 🤗🗣	other
Dese Niggas Changed On Me N U Got Changed On Me @Jumoney49 😔	loss
My mfn fav https://t.co/iJmrF6LvXN	other
@dchentz 😒	other
RT @_CarlFredo: Don't give me the idea your really fucking with me when your not..	other
Riding wit my brothers right or wrong 💯	other
RT @RIOO_100: My Heart Cold❄️Like Choyces Was When Her Brother Died 😷💯	other
@KinggSouljaa good looking broski	other
Big 🅿🤔🗣 https://t.co/PKfndS3cSn	other
@_FineAssChanny have a mf feelin slow asl😩	other
RT @Kaythesavage_: This one hit a lot of us 😪	other
I'm sleepy asl 🙄	other
Who Eva took my ps4 controller wen I find out u mite as well bust off me first 😒	aggress
@chancetherapper summer friends best song of the year	other
@A1_TeeTee nothing funny I hate dat shit	other
RT @BeingKatherine_: LESS talking MORE actions 💯	other
🗣💯 https://t.co/9rIWb44Lff	other
@DotFrmTW thanks lil bro	other
@IMuBu_Nate dat definitely had too be folks bitch or summin	other
RT @TyGLIZZY087_: 🤕 https://t.co/RtaKGmuDNy	other
Cooling how I be cooling 🤔🍃	other
@YakMoneyyyy smoke dat shit wen you buss dat bitch 🤔	other
@prettyNuski_ girl gone	other
@DestoG dat ain't funny 😩	other
Catchin drifts 👀	other
RT @ChiefTimbo_Ebk: Turn yo bread💰 to some loafs 🍞	aggress
@SantanaU_DaBOSS 😂😂😂	aggress
See me 4Deep wit my homies know I'm plotting #Factzzzz on gang	other
Summer I ain't forget about you 😭👼 Can't believe it's been a whole year	loss
RT @ManFrmDaO: FreeRage till he free	other
🔥🔥🤔😎  Stop Playing https://t.co/nyIGjVd6w2	other
RT @MuwopFrmdaO: I'm oblock ass nigga can't change 💯	other
@DiamondR_GirlBf 😂 thanks broski	other
@103Grip @5_POWERMOVES good looking bro wyo	other
RT @6200_kobe: Snitchk #sayless	other
RT @__CamilleMarie_: @YaeMoney__ man I know you see it 😂 don't let lil jayla weight fool you 🤘🏾😩	other
@prettygal_kmurd 👀	other
RT @fukkyhu_lilhoe: I Love Dise &amp; Choyces Friendship 😘	other
@Rekofromthe5 how u bummin bitch niggas dnt fw da G nomo🙄	other
RT @Lowend39_: Free Montana Ohage &amp; Choyces	other
@MarcoGotti_ ofn😭	other
RT @DRE_079: @058_powermoves @Jumoney49 @Oautumm_ only a few was there when he was in that jam blood	other
RT @TriggaLulBro: CHOYCES FRONTING HER SHXT 😑✋🏼😩😏	other
RT @ScuwopLikeGuwop: @TriggalilSis You Gotta Be Careful Outhea Choyces 😘💯	other
@YakMoneyyyy wyo tho yhu Finna go too skew	other
@DiamondR_GirlBf 😂 thanks broski	other
@WEEDY_062ND tryna see now wyo	other
RT @DreadDrillinJay: Me every night 😩 https://t.co/RUM5zSlLSw	other
Since a youngin bitch we been dem niggaz 👌🏾	other
@MoneyVsTheWorld u kno pussy	other
Need More Woods	aggress
Getting High grinding thats all a nigga be on	aggress
RT @AtmVonno: @058_powermoves Happy Bday Ku 🙊😈✅	other
I wake up with positive thoughts every morning 🙇🏾💯	other
@Rekofromthe5 wyo bitch	other
@Kila365__ text me o some	other
RT @GoOcH_AmEriCa: HAPPY CLOUT DAY TO MY MF BROTHA!!! @younggodumb 👿👿	other
BUCKOOO BAYBEEE😎 https://t.co/D41BhADXzW	other
Stay pressin my shit	other
@hershey_sluggin idk man	other
On da guys https://t.co/fDdVFKpg3J	other
See you at the crossroads 😭🕊	loss
RT @younggodumb: https://t.co/XpL0ruM8A9	other
RT @TBINACUT: Free my Lil bro @Cmblilheavy https://t.co/TWjk2FTCUi	other
@_xsavannah__ thanks sis love you 2	other
RT @LlLUZIVERT: Stop letting snakes in ya circle fam	other
RT @_Chinoya: OFN I love choyces 😂💯	other
RT @IAmMsParker_: I Miss Trell Sooo Much 💔	loss
@TBINACUT ok kool tell me something	other
Free blood @cashout063	aggress
RT @JaylaG___: 🤘🏽 https://t.co/cDo96Aj1eS	other
RT @NardoDaSavage: Mind been going crazy lately	loss
@TBINACUT yo hoe ass	other
RT @LalaaFamouss: @TyGLIZZY087_ I'm not playing tywone 😭 send it to my phone	other
RT @younggodumb: Real gang 💯 @_FSmart1 @TV_TaTADDIC https://t.co/5TSUJxDzZ7	other
I aint making beats 😬 but this draco gotta drum 🥁	other
Last time I saw my boa Tinka we t'ddd up the hotel party 😪🙏 Neva forget you my savage 💋	other
Everyday we lit😝	other
@FollowMe_Bissh thank you lil bro	other
@HULIO_LILSIS thanks	other
Bro stayed to hisself 😭 Mfs ain't right	loss
RT @RealBossKo: Everyday a different struggle	other
I lost two of my niggas dis yea 😔 RIP YOGI👹 RIP JUNJUN😈🙏🏾💯	loss
RT @_PrettyMarshay: @younggodumb happy birthday my boa😆	other
Uppppp off my nigga jeezy	aggress
RT @TiaaGuwop_: I'm not no messy ass female . I'm cool asl but just don't play w me cause I hate when bitches think shit sweet when it's no…	other
RT @kamari_keeper: @JaylaG___ Duh Off Back I'm Saying Like I Ain't Seenn You Doe And I Know Yu got My text Few Days Ago	other
"RT @W0RLDSTARHlPHOP: ""Why do you smoke so much weed?"" https://t.co/QV2MyNMo8a"	other
@mzcouda thank you sis	other
On GANG https://t.co/lH2RXGA7gu	other
Frfr 😩 https://t.co/L7viCN5jiD	other
Ofn 😂😆😈🤘🏽 https://t.co/PAxE6eWUHv	other
MBDZ WE DEM BOYZ 😈🤘🏽	aggress
@PrettyAssGirl__ wyd woke .?	other
@BallHard_NlMg 😩🤦🏽‍♂️yu just fucked my head up with that rite dea	other
I sleep All Day Cause When I Was Broke I Didn't Get Any	other
RT @LilBubbaFrmTW: #SNITCHK🐭👎🏾😔	other
@Rainabanks_ 😋	other
@TiaraSoBooji 💯💪	other
@mzcouda thank you sis	other
@YakMoneyyyy shorty lit😩😂😂💀 bitches Finna goo too sleep on yo ass 😩	other
RT @DRE_079: On god😂 https://t.co/5TrqfGP0gN	other
I wanna hear my man voice I miss him already 😩😩🤧	other
Member who was sliding n sleeping on dey shit 💯🎯 never disrespect https://t.co/iObujlAHeU	other
RT @6200_kobe: Happy bday tutu rest up my boy	other
@_FineAssChanny have a mf feelin slow asl😩	other
From da eastside of Chicago📍 I'm Gucci Wea I go💯	aggress
Ask me SOMETHING  https://t.co/YgEcWo1i8y	aggress
I learned the hard way from alotta shit💯	other
It feel like a Friday 🙄💯	other
RT @Rekofromthe5: On Wop You Hit Home With This One Bro 😔😪 LOVE YOU BRO 😪 https://t.co/WbiG2ycWy5	other
Niggas hate me but Dey bitches love me 😎	other
Hope everybody be safe today 🤐🗣	loss
RT @TaraBaybeee: It's late but I'm up thinking bout money 🤔🗣	other
@BawseNae_  when i gotta drop it off 😩	other
He was more den a friend too me he was my brotha 😪💉🙏🏽 HAPPY BDAY LIL BRO😈😪😑🎉💸💯 #LongliveboomboomJUNJUN🙇🏾💯 https://t.co/O7ZfXReCC4	other
RT @MGM_ChiefDayDay: Rest Up #⃣2⃣2⃣ https://t.co/Y1gprxfYBv	other
RT @sweatsXstew: May God Be With Chicago	other
RT @StlDiesel: Me n da gang @FBG_DUCK @younggodumb @STLBOY_FREE2X R.I.P BOSSTRELL http://t.co/DYdARiSB	loss
Free Dede rip Buddha Rip TayTay Rip Moe Niggas Fuuuuu https://t.co/D5zPFCtoqz	other
Fina gts mfrs tired g	other
RT @TaySixO: Damn Tinka	other
@_DroFrmTW fanna popout	other
@KAYDASH6X aww mann	other
Today was sum slight 💯	other
RT @YungTrello: Im Beating Choyces Ass when I See Ha	other
On da guys https://t.co/fDdVFKpg3J	other
🤔oh really https://t.co/mLzKxL0ces	other
@prettyNuski_ you no i aint fucking with you	other
RT @TheReal_BOOMAN: Choyces Act Like She Don't Be In Her Feelings😂😭	other
RT @__AYEBOB: Stay lifted never settle for any fuck shit from anyone.	other
I'm like Fuck them niggas Baee I'll load up and buss at them niggas Baee 💍🔐😈	other
RT @LilFool_: We grew up off loyalty	other
Last night was too damn funny😭🤦🏽‍♀️	other
Think ima try this Honey blonde tomorrow 😍🍯🤔💇	other
"People be thinking you forget the shit they said	other
RT @ShesAboutHers__: @TyGLIZZY087_ lol you know that Bitch fat	other
Press my shit early wood me please	aggress
"Rip my niggas 	other
Pullin up too my job just killed my whole high 😒	aggress
Can't lose focus ever again! 🤗	other
RT @Bossman_Bucks: 😇 https://t.co/zgk9ZBi83o	other
My foot Soo fucked up man😩😒😷	other
you single? — Nope https://t.co/2IQj7slcUf	other
RT @ElTrapcity67: 👌🏾 https://t.co/auZFttNyY7	other
RT @eheidyn: Thug is gonna make me cry https://t.co/sqwLhwP3ES	other
RT @Athangggg_: @TriggalilSis I love choyces and she don't even know it 😩	other
It's late but I'm up thinking bout money 🤔🗣	other
Dis uber stud study askin me too hit my bottle😑 bITCH IF YOU Don't  GET YO FAT MARCUS HUSTON LOOKIN ASS 😒	other
IM SOO HIGHH OFF DESE JIGGAS 😔😬💊💔💯	aggress
My mfn fav https://t.co/iJmrF6LvXN	other
We survive the trenches we was crazy 👹#LONGLIVEBOOMBOOM😷 https://t.co/XqHX7yocB0	other
@TBINACUT wyo	other
@big600manny u already know broski	other
RT @DopeAndShrimp: @Bossman_Bucks wait 🤦🏾‍♂️	other
@dsgwoohthang1 😉	other
RT @TyGLIZZY087_: 🤕 https://t.co/RtaKGmuDNy	other
We just booted up of 4 flatz	aggress
RT @6200_kobe: Happy bday tutu rest up my boy	loss
Do more and say less 🤐💯	other
RT @CLOUTBOYZ_INC: CLOUT BOYZ INC ARTISTS @younggodumb X @DutchieDntSHOOT HARDTIMES DROPPING SOON https://t.co/h1SgN0rqEv	other
MY BOI WAS SPAZZIN 😈🔥🔥 https://t.co/7E4mBLpWr4	other
@TBINACUT hell yea wyo	other
Dinner is done😘	other
"RT @BestofCancer: #Cancer and #Pisces dont care who is watching	other
@prettyNuski_  😩	other
"I need my nails	other
Happy bday blood 💯 https://t.co/HihJN8qglY	other
"They say I smoke too much	other
RT @GUDDAGANG_SPACE: Where choyces  At ain't seen her ass	other
Dont play with me play with yo bitch	aggress
RT @TheBloodShow: Lmao Y Young Thug just fired up everybody in the Airport 😭😂 https://t.co/Pu6KPck44O	other
RT @NotUrAVGMike: That was shade to the other chicks when you added natural 😂😂RT @TaraBaybeee Gotta wash my natural hair 😍🚿💆	other
RT @AlmightyBmoney_: Hate a bitch dat hang wit everybody😩	other
@JaylaG___ @illesttam 😩😂😂	other
RT @TriggalilSis: My man could never get took even if I gave him to you bitch he wouldn't leave 🤷🏼‍♀️ #FreeTheGVal🗣💍	other
RT @LilMista071: Real Niggas Dont Take Ls They Learn Lessons 🗣💯	other
@Rainabanks_ 😋	other
"Fuck em	other
Bihhh I spent yo rent inside the mall 😆🗣🤑	other
RT @__juiceyyy: @058_powermoves happy birthday	other
😭 https://t.co/hjwlg5Dy3W	other
@GoOcH_AmEriCa wyo	other
It feel like a Friday 🙄💯	other
RT @MoneyMan39__: Used to be getting choyces right off dat at lucky crib 😂👊🏾	other
RT @younggodumb: https://t.co/XpL0ruM8A9	other
@lildurk 👌🏾	other
@TBINACUT lol get up with me blood	other
Cooling 🤔	other
@TataBhaybee call dat numba n yo dm now	other
@YakMoneyyyy naww I'm tryin see if I gotta little one 🤔😎🤘🏽	other
RT @younggodumb: https://t.co/XpL0ruM8A9	aggress
"RT @sweatsXstew: Everybody Always Worried About What Another Mf Doing With They Money	other
Don't be good my nigga be great!😎	other
"Ion need NO nigga 🙄😴 	aggress
RT @YungTrello: @TriggalilSis hey choyces😊	other
RT @BIG600BOOKA: I'm gang I'm finna turn niggas down 👇🏾	other
Free Wop	loss
Shit to fu	aggress
Tired Asl	other
I feel like I'm destined for more ✈️💰🏦	other
RT @Cbfromgge: You not from the Chicago you won't understand the pain we feel 😒	other
My girl cant wear that . why ?  cause thats where my stash at	aggress
RT @cashout063: I just saw kahari in the lunch room @younggodumb	other
@RichNigga_Dre On my way! To da slot just rode past da 5	other
Damn blast I wish I had a hunnit thous broski	aggress
IM SOO HIGHH OFF DESE JIGGAS 😔😬💊💔💯	aggress
RT @BallHard_NlMg: @TyGLIZZY087_ tell me about it😭	other
I smoked just about 2 zips today 🤘🏽	aggress
RT @RichNigga_Dre: @TyGLIZZY087_ Fuk Yu Gon Do Xanxs  Flats N Lean	other
Feeling myself or whatever! 😍💇	aggress
RT @LilKhalil__: Fuck All This Fake Love🖕🏾!	other
LORD KNOWS WE GO THROUGH HELL TO BEAT THE STATE	loss
🗣💯 https://t.co/gmx7Taasu2	other
@Gabby3much_ thank you bf	other
RT @OMGThats_Jakia: So my stop was Finna come cuss we was Finna go get choyces so sakinah like you gone text me I'm like yeah got ha number…	other
2 Up Cant Down Me	aggress
RT @JoshFrm067: Act Like You Don't Care .. I Can Show You Better I Don't ..	other
🤕 ion fuck with niggaz when you see thats my mode.	aggress
@1keepitlowkey on lz I was sleep DEM JIGGAS had me up for 2day😩 wyo Wya tho	other
I'm up like wopp 🙃 Goodmorning 🗣	other
Jus Finna get me some sleep 😓	other
@_DroFrmTW fanna popout	other
On bro https://t.co/3uA9ech1sH	other
I love when you around 😘 Baby follow me 🤗🗣	other
I need some mfn woods man	aggress
RT @_RAEjLoaf: @younggodumb Happy Birthday Lil Ugly🎂🎁😘	other
RT @GlamGirlCe16: 💯💯💯 https://t.co/jdnuB7Qlf8	other
RT @Kevo2xx: @younggodumb happy g bay broskie	other
This month has been so Heartbreaking 😪🤕💔	other
RT @_jaylulu: #getmethick2017	other
sit back. observe. mind my business. do my shit. 2017.	other
NBA jus ain't NBA nomo 😒 https://t.co/v5uSrugwUn	other
RT @DiamondR_GirlBf: Happy 21st 🤘🏽 Birthday to my lil homieee  @younggodumb 😘😆	other
RT @jyndonce: WOO Beyonce really did that on the 1st day of black history month https://t.co/XmRksw8MoJ	other
RT @DopeAndShrimp: @Bossman_Bucks feeling a lil good out here ☀️	other
It ain't a thang to me🤑	aggress
Don't think cus I don't post 🗣I'm not LIT bitch 🤗	aggress
@TheRealMs_100 I ain't going 😩	other
RT @DestoG: 😭😭😭 https://t.co/8nsBGXAHNe	other
RT @TriggalilSis: I A Come wit the same hair style but in a different way the teacher a b like choyces I like yo hair yu look nice 😕 bitch…	other
RT @reaonny: Words from the wise  https://t.co/mgv2bqUAMK	other
@TBINACUT dolo fanna slide on folks nem	other
RT @CappinNotCuffin: FBG Young - Levelled Up [Prod. By CashMoneyAP]🔥🔥🔥🔥🔥🔥 @younggodumb Release more music withcho lazy ass &amp; dutchie too ht…	other
Damn shorty 💔😪 this shit brazyyy https://t.co/OWxDog0RO5	other
@5_POWERMOVES aye pussy u on yo flight?	other
RT @TiaaGuwop_: Free my heart w his dumbass😭🤦🏽‍♀️💚	other
RT @KinggSouljaa: @younggodumb happy birthday bro live it up 💦	other
