226	831553535904972800	Ian	Person telling his sister Happy Valentine's Day	["supply"]	["pos_sentiment","nice"]	t	0.0	Telling someone else Happy Valentine's Day.  Not threatening.	Person telling someone Happy Valentine's Day.  Cannot view the person tagged in the tweet.  This tweet was in response to the person named in the tweet.  0 retweets 0 likes 0 comments.	2017-05-08 18:42:05.152241	["HAPPY","CONVO"]		f	["Other"]
370	832277414948532225	William	continuing a conversation asking about the other person's response of being right there at their house their residence. he is asking if it is boring.	["request"]		t	0.0	small talk not threatening.	this user is continuing a conversation about what him and this other user (who seems to be from the same neighborhood) are currently doing. the other person says they are just where they are assuming they are at their own house. this user responds with a question asking if it is 'dry' over there. ('dry'  boring).	2017-05-16 17:34:47.893704	["GEN","CONVO"]		f	["Other"]
245	832280872397189120	Ian	This comment follows bawsenae_ not taking younggodumb seriously when he stated hurting her in the past.	["supply","request"]		t	0.3	This tweet is not threatening.  The threat level indicates comments made prior that indicate physical violence in the past.	younggodumb is asking bawsenae what she would like which she responds saying a baby present.  The conversation revolves around when she will receive her present from younggodumb.	2017-05-09 15:49:15.140094	["CONVO"]		f	["Other"]
285	832650864279957505	Ian	A person asking where the other (who they are replying to) person is at and what they are doing	["request"]		t	0.0	No threat.  Just trying to contact another person.	Tweeter is responding to gooch_america who said they are hungry.  Tweeter asks what gooch_america is doing. 0 retweets 0 likes 0 replies.	2017-05-14 10:57:54.086901	["CONVO"]		f	["Other"]
386	832737345287888896	William	this user is retweeting a tweet that is reciting some of his lyrics to his new song.	["supply","quotation","repeat"]	["pos_sentiment"]	f	0.0	not threatening retweeting a tweet that is supporting his music.	this user is retweeting a fan's tweet reciting and repeating his lyrics. 'nvr'  never.	2017-05-17 16:09:00.604047	["RETWEET","PROMO"]	Compliment	f	["Other"]
246	832281094791819264	Ian	younggodumb saying that he will get bawsenae a present for her baby.	["accept"]		f	0.3	This tweet is not threatening but indicates a past threat made earlier in the conversation.	younggodumb indicates that he understands that he must get bawsenae a present for her new child.  He is agreeing to get her something and later indicates that he will get it to her at a later point.	2017-05-09 15:52:29.119781	["CONVO"]		f	["Other"]
49	693504926870216704	Kyle	This is the third time that thareportdotcom has promoted Boss Tops new music video "who dat." It seems like this particular twitter account really likes Boss Top or has some connection with the record label or production company. Boss Top retweeted the post.	["supply","repeat"]	["entertain"]	f	0.0	this is promotional	Thereportdotcom is plugging Boss Tops new video. Boss Top retweeted the support on his page.	2017-03-23 17:26:22.437396			f	[]
20	692399006039826433	Kyle	This is Boss tops tweet that released his new music video for "who dat." He also gives credit to the director/producer at blind folks films.	["supply"]	["pos_sentiment","entertain"]	f	0.0	This post provides the reader with access to a new music video.	Boss top released his new single and music video this tweet allows everyone to see the new video on youtube.	2017-03-22 16:39:41.978034			f	[]
403	833938642016034816	William	he is responding to his fellow gang member from his neighborhood wishing him a happy birthday.	["supply"]	["pos_sentiment","nice"]	f	0.0	Not threatening thanking someone for wishing him happy birthday.	A fellow gang member of his from his neighborhood is wishing him a happy birthday and he is saying thank you and referring to him as 'lil bro' which could mean that he is thanking a younger member of the gang.	2017-05-17 22:11:42.01521	["CONVO"]		f	["Other"]
417	833954612839383040	William	This is not only younggodumb's birthday it is also the birthday of TuTu who is a deceased friend of his so these numbers (the date) ahs significance for him.	["supply"]		f	0.0	Not threatening. Using it as a reminder that these numbers are of great significance to him.	younggodumb is tweeting numbers which mean February 21st which is not only his birthday but the birthday of TuTu who is a deceased fellow gang member. These numbers and the date are of great importance to this user.	2017-05-18 16:00:27.879916	["LOSS"]	Memorial	f	["Loss"]
1082	821097248759095299	Ian	Picture of self.		["pos_sentiment"]	f	0.0	Picture of self.  Unclear why.  Not threatening.	Tweeter took a picture of self.  Reason is unclear.	2017-06-06 18:03:40.56964	["GEN"]		f	["Other"]
1302	829135496098017282	Ian	Person wants people freed	["supply"]	["action"]	f	0.0	Wants people freed. Not threatening.	Tweeter wants people freed from custody. 1 retweet 2 likes.	2017-06-13 15:20:34.861218	["GEN"]		f	["Other"]
1308	829263382444376064	Ian	Listens to music.	["supply"]	["pos_sentiment"]	f	0.0	Talking about music. Not threatening	Tweeter is saying they listen to music at night. 1 retweet 1 like.	2017-06-13 15:30:29.409928	["GEN"]		f	["Other"]
1657	828535136325091328	Allison	Someone's love can't be lost.	["supply"]		f	0.0	No threat.	CAP600FUCK12 agrees with Gnayskii's post about not losing love.	2017-06-21 11:16:37.443956	["REL","RETWEET"]		f	["Other"]
1614	828121471214112768	Allison	22 is someone locked up.	["supply"]	["notsure"]	f	0.0	No threat.	22 is someone. 22 is locked up. CAP600FUCK12 wants 22 to be out.

"Free 22"	2017-06-21 09:02:49.848571	["PRIDE","GEN"]		f	["Other", "Aggression"]
1730	832399381609463808	Ian	Tweeter misses her brother	["supply"]	["neg_sentiment"]	f	0.0	Not threatening	Tweeter misses her brother who died.  

"I miss my brother"	2017-06-25 15:11:46.423131	["LOSS","SAD","DEATH"]		f	["Loss"]
339	830926611235094528	William	this user is retweeting another account that is promoting his new single "Leveled Up"	["supply","repeat"]	["pos_sentiment"]	f	0.0	No threat. Just simply promoting music through a retweet.	this user is retweeting another account (a group which he is involved in) that is promoting his music a new single called "Leveled Up". They promoted it through soundcloud a music streaming site. np  'nowplaying'	2017-05-15 15:03:52.948076	["RETWEET","PROMO"]		f	["Other"]
356	831553535904972800	William	he is replying to someone he knows wishing her a happy valentine's day.	["supply"]	["pos_sentiment","nice"]	t	0.0	Not threatening just wishing some happy valentine's day. However the other person has a private profile so we are missing the rest of the context.	this user is tweeting at someone wishing her a happy valentine's day. We are missing some context because the user being ed is private so it is unclear if he initiated this conversation or if he is responding to one of her tweets. I am pretty sure this is not his biological sister and 'sis' is being used as a term of endearment not blood relation.	2017-05-16 10:03:45.175039	["CONVO"]		f	["Other"]
227	831562417532444674	Ian	Person saying he saw someone named Kahari in the lunch room.	["supply","repeat"]		f	0.0	Unclear.  Tweeters states seeing someone in the lunch room but does not tag anyone in the tweet.  Assume it is not threatening.  Tagged another person but that does not seem to be Kahari named in the tweet.	Person says he saw someone named Kahari in the lunch room.  Tagged another person but seems to be telling that person.  Unclear if it is trying to instigate something with Kahari.  Assumed as non-threatening because nobody was tagged and no threat was made. 1 retweet made by the person who was tagged in the post. 0 likes 0 comments.	2017-05-08 18:48:44.771155	["GEN"]		f	["Other"]
371	832278518667046913	William	continuing conversation with other user (friend from same neighborhood) about what they are up to. The other user said that yes it is boring over there and he is alone. This user is trying to get high.	["supply"]		f	0.0	small talk with a friend not threatening.	this user is continuing a conversation with a friend about what they are up to his friend responded that it is boring at his place (it is 'dry' there) and he is 'dolo' meaning he is alone. This user responds to that tweet saying that he is also not doing anything ('i aint on shit') and he is trying to smoke some weed he is 'tryna get high'.	2017-05-16 17:41:12.631605	["GEN","CONVO"]	Weed/Smoking	f	["Other"]
286	832656930048966656	Ian	Person trying to start a conversation with gooch_america	["request"]		t	0.0	Person trying to start a conversation. Not threatening.	Tweeter is trying to start a conversation with gooch_america by asking what he is doing.  0 retweets 0 likes 0 replies.	2017-05-14 10:59:47.238541	["CONVO"]		f	["Other"]
387	832787628084883456	William	this user is quote retweeting about where to find the Minute Maid Berry Punch drink.	["supply","accept","repeat"]	["pos_sentiment"]	f	0.0	Not threatening it is about a berry punch drink.	This user is quote retweeting a tweet about wondering where to find the Minute Maid Berry Punch drink. He adds the text 'ona g' meaning on a gangster (similar to saying swear to god). He is also wondering where to find this drink.	2017-05-17 16:50:42.580227	["RETWEET"]		f	["Other"]
16	832349467772854000	William	The user who is being retweeted is private so I am missing some context. I believe that the original post is a general ambiguous statement about people in their space not knowing and being unaware about the rules and codes of the street.	["repeat"]		f	0.3	I don't believe that this post is very threatening but there is a possibility that someone could take this as a sneak diss or a subtweet about them personally and take it as a diss or an insult.	This user is retweeting a user with a private account. The original post is speaking to how a lot of people in the neighborhood in the game in the street are unaware of the rules and are making mistakes and breaking rules without knowing it. The poster is speaking to how many people are ignorant. "Out here" is referring to the street or the neighborhood context. "move" is referring to how people carry themselves.	2017-03-22 00:27:23.076103			f	[]
306	830635999516569604	William	This user is retweeting a short video of two young women reciting lyrics to a song laughing and dancing.	["repeat"]	["pos_sentiment","entertain"]	f	0.0	Not threatening a retweeting of two women joking around.	This user retweeted a video of themselves joking around reciting lyrics laughing and dancing. The tweet text is exclamation marks and a yelling emoji. 'PSA'  'Public Service Announcement'	2017-05-15 11:49:40.517069	["RETWEET","JOKE"]		f	["Other"]
323	830569967628197889	Kyle	This is a lyric from the new Kendrick Lamar single. This lyric is about the importance of loyalty.	["repeat"]		f	0.0	This is about loyalty not a threat.	This song from Kendrick Lamar is about loyalty which is an important concept in life but even more so in gang life. Younggodumb retweeted the post from polodwn64 where he quotes the song.	2017-05-15 13:16:59.566575	["PRIDE","LYRIC"]		f	["Aggression"]
340	831168682583797760	Kyle	This is a retweet of a post from Jumoney49 where he is saying that he has been focused on some real stuff and not worrying about all the extra stuff thats a distraction or might get him in trouble.	["supply","repeat"]	["pos_sentiment"]	f	0.0	This is not a threat--this is about staying on your game and not getting distracted.	This retweet is about focusing on real things and getting work done not worrying about all the "extra shit."	2017-05-15 15:06:58.591072	["GEN","RETWEET"]		f	["Other"]
357	831562417532444674	William	this user is retweeting a tweet from his fellow gang member who is currently in jail. He saw someone they mutually know in the lunch room while he is incarcerated named Kahari and he is telling the user who retweeted this tweet.	["supply","repeat"]		f	0.1	there is a slight threat level because of uncertainty around the tweet. Who is Kahari and how do they know both the person tweeting about them and the user who retweeted it.	This user is retweeting a tweet directed at him from a person in his gang who is currently incarcerated. It is unclear how this person is tweeting while incarcerated (possibly access to a computer). He is tweeting this user that he saw someone they mutually know in the lunch room of jail today. It is unclear who Kahari is to both of these people.	2017-05-16 10:32:42.342321	["GEN"]		f	["Other"]
1983	834460082008096768	Chloe	r			f	0.0	r	r	2017-07-08 12:24:20.333812			f	[]
247	829820514390663168	William	this user is retweeting a friend or someone he is intimately interested in. She tweeted so photos of herself and he is affirming her.	["supply","repeat"]	["pos_sentiment","nice"]	f	0.0	No threat. he is complimenting someone he knows.	This user is retweeting photos of a young woman who this user seems to know. She is also from Chicago like him. They might have gone to the same school or are from the same area. He is saying that she is his favorite ('my mfn fav'  my motherfuckin' favorite). She then responds to him in another tweet affirming this mutual classification by calling him her 'fave'.	2017-05-09 15:55:23.138958	["GEN"]	Compliment	f	["Other"]
228	831667177979781123	Ian	(After googling possible meanings of "woods) person wanting to get more marijuana.	["supply"]		f	0.0	Not threatening.  Nobody tagged and the person who commented seems to be a friend of this tweeter.	Person saying "Need More Woods."  Woods are assumed to be marijuana after searching online.  One person responded to this tweet with a joke and seems to be a friend of the original tweeter.  1 retweet 2 likes 1 comment.	2017-05-08 18:58:49.493326	["AOD"]		f	["Aggression"]
229	831705037084774400	Ian	Person responding to a tweet claiming that he has been working on music.	["supply","request"]	["pos_sentiment"]	t	0.0	Not threatening.  Just stating that he is working on music.	Person responding to a tweet from reefa_rei who says that person is not making music.  Person responds saying that he is working on music. reefa_rei then responds saying that the person is working on music to tell other people.  0 retweets 0 likes 1 response.	2017-05-08 19:04:22.285703	["GEN"]		f	["Other"]
372	832278909651673090	William	he is responding to a young woman who just called him a 'bitch' it a playful way and he is joking by pretending she is talking to him.	["supply","reject"]		t	0.0	not threatening they seem to know one another and are joking around.	in the thread of younggodumb and WEEDY_062ND having a conversation of what they are doing right now this young woman BawseNae_ tells youggodumb that he better have a gift for her new born baby. she jokingly refers to him as 'bitch' and he responds in a joking manner like she isn't talking to him in that way saying you can't be talking to me using that language and referring to me as 'bitch'	2017-05-16 17:51:31.536271	["GEN","CONVO","JOKE"]		f	["Other"]
248	832281621986471936	Ian	Person trying to find a time to drop off something (a present) to bawsenae's home.	["request"]	["neg_sentiment"]	t	0.3	This tweet is not threatening but indicates a threat made earlier in the conversation in this interaction.	younggodumb is trying to find a time to drop off a present for bawsenae and her child.  She was asking for a gift from him.	2017-05-09 15:55:27.946848	["CONVO"]		f	["Other"]
287	832737345287888896	Ian	Tweeter is antagonizing younggodumb by saying he sold his soul for his music.	["supply","quotation","repeat"]	["pos_sentiment"]	f	0.2	Tweeter is claiming younggodumb sold his soul for making his music.  Is antagonizing younggodumb.	marecoolaid (original tweeter) is claiming that younggodumb sold his soul for creating music.  The tweeter does not think that younggodumb should make that music and is consistently critical of his genre of music throughout his twitter.  Used WYB2 in the tweet but that meaning is unclear. 0 likes 1 retweet 0 responses.	2017-05-14 11:05:09.193799	["INSULT"]		f	["Aggression"]
388	832970600519983105	William	this user is retweeting a tweet because he agrees with the message about love loyalty and trust being scarce nowadays.	["supply","repeat"]	["neg_sentiment"]	f	0.0	Not threatening. It is vague and the context is unknown.	This user is retweeting a tweet talking about how there is no more love loyalty or trust in anything anymore. He is using the word 'shit' to talk about where there is no love loyalty and trust which seems to mean in life. this user is retweeting to show that he agrees and to put it on his timeline.	2017-05-17 16:58:52.700276	["SAD","RETWEET"]		f	["Loss", "Other"]
268	830485585672409088	William	this user is retweeting a couple of his fellow gang members making a joke about RamsayThaGreat who snitched on Chief Keef. He then got caught pimping women and now he is in prison.	["repeat"]	["entertain"]	f	0.0	Not threatening. Everyone is making fun of this person who got caught snitching. So this will not be taken incorrectly by anyone.	this user is retweeting another user who is quote tweeting a tweet about the person who snitched on Chief Keef. The person who snitched on Chief Keef is now in prison for getting caught soliciting women (pimping). The original tweet is joking about how he can't even pimp women well. Then another person from this user's gang quote tweeted it and started laughing at his joke saying he is "stupid azz hell" meaning funny.	2017-05-11 12:26:45.548313	["RETWEET","JOKE"]		f	["Other"]
358	831667177979781123	William	he needs more blunt rolling papers called Backwoods to roll weed in.	["supply"]		f	0.0	He is just talking about needing more blunt wraps. Not threatening.	He needs more Backwoods ('Woods') which are blunt wraps that you roll weed in to smoke.	2017-05-16 10:34:55.899664	["AOD"]	Weed/Smoking	f	["Aggression"]
39	692798260222689281	Kyle	Boss top is retweeting a post from a hip hop lifestyle page about his new video "who dat."	["supply","repeat"]	["pos_sentiment","entertain"]	f	0.0	This is a promotional post about a new music video.	thereportdotcom sent out a tweet letting everyone know the link to Boss Tops new music video "who dat." Boss Top retweeted the post to his page.	2017-03-23 16:36:24.156132			f	[]
404	833540778538500096	Kyle	This is a tweet about Younggodumbs friend and fellow gang member who was shot and killed by a rival gang member. This post feels like it's about keeping Tutus memory alive and letting everyone know that he may be gone but not forgotten.	["supply"]	["pos_sentiment"]	f	0.0	This is a way of remembering a fallen friend.	Younggodumb has tweeted a lot about his friend Tutu who was killed by a rival gang. This is another tweet where Younggodumb memorializes his friend and lets everyone know that he is still thinking about him.	2017-05-18 12:32:56.241819	["LOSS"]	memorial	f	["Loss"]
271	830511768929697793	William	this user wants someone he knows to be released from incarceration. It is unclear who this person is to him but it seems to be a friend or someone he cares about.	["supply"]		f	0.0	Not threatening. He wants his friend to be released from incarceration.	This person wants his friend to be released from jail/prison. It is unclear who 'Wop' is but based on this user wanting them to be released he seems to care about Wop.	2017-05-11 15:13:30.623394	["LOSS","GEN"]	Incarceration/Jail	f	["Loss", "Other"]
307	830485625287618560	Kyle	This is another retweet of the previous issue where cashout063 is making fun of ramsaythagreat for not being able to pimp hoes correctly. This feels like an insult to ramsay.	["supply","repeat"]	["entertain"]	f	0.0	I think this is a post where cashout063 is making fun of Ramsaythagreat but it doesn't feel like a threat.	This is a retweet of a post where cashout063 makes fun ramsaythagreat for not pimping hoes right. Younggodumb retweeted it.	2017-05-15 11:51:38.144788	["INSULT","WOM","RETWEET"]		f	["Other", "Aggression"]
324	830609494103179264	Kyle	Younggodumb is shaking his head at blueivyy for something. This seems like there may have been an offline event that led to this since there is no context given.	["supply"]	["neg_sentiment"]	t	0.0	this is not a threat but younggodumb did not like or is unimpressed by something bluesy did. She did not post anything immediately before this post that would lead me to believe this tweet is in reference to another tweet.	Youngogdumb is unimpressed annoyed etc. by something blueivyyyy did. She did not post anything immediately before this post that would lead me to believe this tweet is in reference to another tweet.	2017-05-15 13:23:45.1352	["GEN"]		f	["Other"]
341	831177640157577216	Kyle	This is a retweet from younggodumb of a post from a woman pointing out that it's almost the birthday of 2 people who were killed in gang related activity.	["supply","repeat"]	["pos_sentiment"]	f	0.0	This is not a threat this is about remembrance.	Younggodumb retweets a post from a woman who reminds everyone that it's almost tutu's and blood's birthday. These two individuals were recently killed in gang related murders	2017-05-15 15:09:55.41645	["PRIDE","LOSS","DEATH"]		f	["Loss", "Aggression"]
230	831886566436040706	Ian	Not sure.  Could be in reference to a time a date or a bible verse.  Emojis do not make it clearer.	["supply","repeat"]	["pos_sentiment"]	f	0.0	Unclear.  The meaning of the tweet is unclear so a threat level cannot be determined.	Person saying "221 Forever" and has a hand on face emoji and hand emoji.  Meaning of tweet is unclear.  Retweeted by younggodumb. 0 comments 1 retweet 1 like.	2017-05-08 19:10:15.626481			f	[]
249	832282434918035457	Ian	younggodumb is disappointed that he must drop off a present to bawsenae earlier than he expected.	["supply"]	["neg_sentiment"]	t	0.3	This tweet is not threatening but the threat level indicates a threatening comment made by younggodumb earlier in the conversation.	younggodumb is agreeing to drop off a present to bawsenae by the following day for her newborn child.  This is the end of the conversation.  Earlier in the conversation younggodumb threatened bawsenae but she did not take it seriously and he agreed to buy her child a present.	2017-05-09 15:57:59.101646	["CONVO"]		f	["Other"]
288	832787628084883456	Ian	Person promoting a new drink.	["supply","accept","repeat"]	["pos_sentiment"]	f	0.0	This tweet has not threat in it.  It is a picture of a Minute Made drink.	Tweeter expressing excitement about a Minute Made drink. Tweet is a link to another tweet.  1 retweet 0 likes 0 responses.	2017-05-14 12:15:37.080615	["PRIDE","GEN"]		f	["Other", "Aggression"]
389	832974969218949122	William	he is retweeting a tweet from a famous rapper about not letting untrustworthy people in your circle of friends.	["supply","repeat"]	["neg_sentiment"]	f	0.0	Not threatening he is retweeting a tweet from a celebrity that he agrees with.	this user is retweeting a tweet from a famous rapper Lil Uzi Vert. The tweet is talking about not letting 'snakes' (people who are untrustworthy and do not have your best intentions in mind people who will cross you) in your circle in your group of friends.	2017-05-17 17:23:59.53515	["RETWEET"]		f	["Other"]
342	831209759072251904	Kyle	This has the cadence of lyrics but I am not sure. This post is an explanation that younggodumb is successful enough now that he can actually sleep. That before he had money he wasn't ever able to sleep likely because of working so hard.	["supply"]	["pos_sentiment"]	f	0.0	This is an explanation of why younggodumb can sleep now.	Younggodumb is successful and has enough money that he can finally relax and sleep. This is in contrast to the time when he didn't have any money and was never able to sleep.	2017-05-15 15:13:38.745006	["BRAG","MONEY","GEN","REFLECT"]		f	["Other", "Aggression"]
55	693653508264845312	Kyle	Boss top is retweeting a post from a fan that tweeted a link to his new video. The fan thinks that the video is really good.	["supply","repeat"]	["pos_sentiment","entertain"]	f	0.0	This is a compliment and promotional material for Boss Tops new music video	Orginal tweet thinks the song is fire hot good amazing great. Boss top retweets the support on his page.	2017-03-23 17:59:23.697535			f	[]
308	830637395578064896	William	this user is responding to someone else's tweet about being 'dickdepressed' meaning that she has not had sex with a man in a while.	["supply"]	["neg_sentiment"]	t	0.0	Not threatening. Responding to a friend in a conversation in an attempt to console.	this user is responding to his friend who is sad that she has not had sex with a man in a while. She then says it's okay because one of her friends is going to have sex with her tomorrow and he responds affirming this action. Then she laughs about it.	2017-05-15 11:59:07.575428	["CONVO","SEX"]		f	["Other"]
231	832086359171092481	Ian	Unclear. Perhaps person was attacked by two people and he was ok.  Or he took two of something and was ok afterward.	["supply"]	["pos_sentiment"]	f	0.1	Unsure the meaning of the tweet. Marked as a .1 threat level incase the comment is to taunt other people.	Unsure the meaning of the tweet.  Maybe in to taunt other people that tried to hurt the tweeter.  Or could be in response taking/using two things and the tweeter was unaffected.  Retweeted by fin1500_  Unclear if fin1500_ is a friend of the tweeter.  0 likes 0 comments.	2017-05-08 19:19:41.74147	["BRAG"]		f	["Aggression"]
374	832280872397189120	William	after this user made a joke previously about beating up a young woman and her baby she responded by saying 'negative' and now this user is back to a regular conversation about how she is doing what she is doing.	["supply","request"]		t	0.0	Not threatening continuing small talk.	this user is replying to a young woman who he has been joking around with he joked that he beat up her and her baby and she replied with 'negative' and two thumbs down emojis as if it didn't happen. Then he is responding with sarcasm 'yea ok' as if to say 'that isn't what happened but alright'. Then he goes back into small talk with her asking her 'what's going on' ('wassup') and calling her 'big g' an endearing term of friendship	2017-05-17 09:41:19.022294	["GEN","CONVO","JOKE"]		f	["Other"]
250	832416784284262401	Ian	Person trying to promote something likely a song.	["supply","repeat"]	["pos_sentiment"]	f	0.0	Person is trying to promote something likely a song. Not threatening.	Person is trying to promote something.  It is assumed to be a song because cloutboyz_inc retweeted this tweet and the emojis show a person singing.  younggodumb the original tweeter likes the song and is trying to promote it. 3 likes 3 retweets 0 comments. The song cannot be accessed so these assumptions cannot be substantiated.  The link in the tweet is for a private twitter account.	2017-05-09 16:02:16.570756	["PROMO"]		f	["Other"]
289	832970600519983105	Ian	Tweeter expressing frustration about life and loyalty.	["supply","repeat"]	["neg_sentiment"]	f	0.1	Person is frustrated about the loyalty of other people.  Does not indicate a specific person but is referencing an experience.	Person saying that there is no more love loyalty or trust.  Seems to be referencing a person or experience.  Nobody is tagged. 48 retweets 27 likes and comments.	2017-05-14 12:19:38.997815	["TRUST","LOSS","SAD","REFLECT"]		f	["Loss", "Other", "Aggression"]
290	832974969218949122	Ian	Person telling other people to stop letting people that cannot be trusted into a family or trust circle.	["supply","repeat"]	["neg_sentiment"]	f	0.1	Person does not identify specific people but seems to be reference a specific experience or experiences. Could turn to escalation at a later point.	Person explaining that people who cannot be trusted should  not be brought into a family or friend group.  Comments to this tweet discuss frustrations with US government as the biggest "snake." 1493 retweets 1447 likes 9 comments.	2017-05-14 12:26:04.878693	["AUTHORITY","TRUST"]		f	["Aggression"]
423	833736185080057856	Kyle	This is part of a conversation between a young woman and younggodumb. In this exchange PrettyNuski_ retweets younggodumbs status about doing whatever he wants. This post is in response to the retweet where he tells her to go away.	["supply"]	["neg_sentiment"]	t	0.0	This is not a threat but is a post telling prettynuski_ to go away.	This is a response to to prettynuski_s retweet of younggodumb after the retweet he tells her to go away.	2017-05-18 16:54:33.927786	["CONVO"]		f	["Other"]
390	833354179930382338	William	he is laughing at someone else's tweet that he quote retweeted.	["supply","repeat"]	["entertain"]	t	0.3	the user he is quote retweeting seems to be serious about calling people fake ass drug dealers. He is laughing about it but then she responds seriously again. There is a lot of unknown context but a possibility that this may be slightly threatening.	this user is quote retweeting a tweet about people being 'fake ass drug dealers' meaning she perceives them to be not really about drug dealing as pretenders. This user is laughing at her tweet using a crying laughing emoji and doing a facepalm emoji because he finds her tweet funny. She responds saying 'fr' meaning forreal that she is serious with a sideeye emoji like she is not joking around.	2017-05-17 17:34:01.796911	["CONVO","JOKE"]		f	["Other"]
326	830635999516569604	Kyle	Younggodumb is retweeting a video from 2 women who are having a good time dancing singing rapping in what appears to be a bedroom. From the video I can't make out exactly what they're talking about other than "pop it" and a little flow when one of the girls goes in at the end.	["repeat"]	["pos_sentiment","entertain"]	f	0.0	This is more of a post about having fun although the words are unclear. They appear to be having a good time not threatening.	Two girls in a video are dancing singing and laughing. One of them goes in with a little bit of a flow at then end but it is hard to tell what exactly this post is about. Younggodumb tweeted this at an account that no longer exists.	2017-05-15 13:43:17.13826	["GEN"]		f	["Other"]
391	833384455750479877	William	he is tweeting at a gang member is his crew asking what he is up to.	["request"]		t	0.0	Not threatening. between fellow gang members in the same set.	this user is tweeting at one of his fellow gang members in his crew asking him 'wyo' meaning what you on what are you doing what are you up to?	2017-05-17 17:37:35.148882	["GEN","CONVO"]		f	["Other"]
405	833541177311911938	Kyle	This is a retweet by younggodumb from NardoDaSavage which may be about having a hard time thinking straight staying on point having a hard time processing/daeling with things. No context is given but overall this feels like it's about having a hard time.	["supply","repeat"]	["neg_sentiment"]	f	0.0	This is about someones mental state no threat is made.	Younggodumb retweets a post from an individual who tweets that their mind has been going crazy. This feels like it may be about loss having a hard time focusing mental anguish etc. No context is given but it is right around the time that Tutu was killed last year and may be about that.	2017-05-18 12:39:24.659655	["SAD"]		f	["Loss"]
